age,annual_income,education_level,city_type,daily_commute_km,weekly_travel_distance_km,current_vehicle_type,vehicle_age_years,fuel_expense_per_month,charging_station_accessibility,nearest_charging_station_km,home_charging_available,electricity_cost_per_kwh,environmental_awareness_score,government_incentive_awareness,technology_affinity_score,range_anxiety_score,battery_replacement_concern,ev_knowledge_score,previous_ev_experience,ev_adoption_likelihood,monthly_energy_consumption_kwh,monthly_charging_cost,Potential_Monthly_Savings,Adoption_Sort_Order
48,39474,Bachelor,Suburban,56.9,313.4,Hatchback,2,525.6,8.1,5.3,1,0.25,4.4,4.3,4.5,4.1,5.2,5.3,1,High,269.9,67.7,457.90000000000003,3
60,75718,Bachelor,Suburban,59.1,427,SUV,2.8,563.1,4.8,2.7,0,0.26,7.3,9,9.3,4.6,1.6,6.7,0,High,272.2,69.9,493.20000000000005,3
43,15114,Master,Urban,26.5,164.7,Sedan,7.7,266.6,4.5,0.5,1,0.13,4.9,7.3,6.1,7.6,5.2,4.9,1,Medium,127.7,17,249.60000000000002,2
62,65428,Master,Suburban,34.7,213.8,SUV,10.9,246.8,5.5,11.2,0,0.29,7.1,2.6,9.2,2.3,2.3,6.3,1,High,154.7,45.4,201.4,3
41,13990,Bachelor,Urban,65,365,SUV,9.3,584.1,7.1,0.5,1,0.3,6.3,3.4,8.4,4.8,5.5,6.4,0,Medium,266.1,80.2,503.90000000000003,2
55,78778,Bachelor,Urban,9.7,62.8,Sedan,0,50.4,6.4,7.2,1,0.13,9,9,8.4,3.7,5.2,9.3,0,High,41.5,5.4,45,3
60,33081,High School,Rural,55.3,406.6,Sedan,6.2,480.5,4.5,6.5,0,0.2,8.4,9.1,8.8,3.6,5.5,8.9,0,High,269.5,55.1,425.4,3
31,28519,Bachelor,Urban,32.3,236.3,Sedan,11.4,225.1,7.7,2.7,0,0.32,5.7,5.5,6.4,7.5,3.9,6.6,1,Medium,165.4,53.3,171.8,2
27,46251,Master,Rural,5.4,39.9,Truck,7.4,101.8,4.7,16,1,0.3,8.5,7,8.9,5.6,4,8.4,0,High,40,11.9,89.89999999999999,3
41,33595,Bachelor,Urban,14,110,Hatchback,4,137.9,8.1,0.5,1,0.16,7.9,3.8,6.7,4.6,1,6.8,0,High,68.7,10.8,127.10000000000001,3
59,43863,Bachelor,Suburban,22,161.4,Hatchback,1.6,224.6,8.8,3.4,0,0.34,7.6,5.1,5.7,7.7,2.8,7.3,0,High,141.4,47.9,176.7,3
48,41900,High School,Urban,17.8,112.3,Hatchback,8.2,150.7,10,5.9,1,0.11,6.4,5.8,5.7,5,5.1,6.6,1,High,95,10.8,139.89999999999998,3
43,22308,High School,Urban,42.5,298.3,Sedan,9.8,388.8,5.9,6.4,0,0.18,5.1,7.5,5,5.1,9,4.5,1,Low,207.3,37.2,351.6,1
41,53265,Bachelor,Suburban,37.8,256.4,Sedan,5.2,251.9,6.4,12.4,0,0.09,8.3,7.8,9,5.8,3.7,9.5,0,High,255.1,23.1,228.8,3
39,67342,Bachelor,Suburban,42.3,280.8,Hatchback,8.3,425.8,2.3,8,1,0.11,5.2,7.9,9.1,4,4.7,7.8,0,High,272.5,31,394.8,3
32,78189,High School,Urban,67.3,473.9,Sedan,14.5,566.8,6.8,0.5,1,0.11,9.4,6.7,8.7,3.5,4.8,8.8,1,High,358,38.2,528.5999999999999,3
53,26835,High School,Suburban,39.3,311.6,SUV,3.5,358.6,3.8,8.9,1,0.2,6.8,5.2,6.2,4.9,1.6,7.3,0,Medium,189.7,38,320.6,2
27,14767,Bachelor,Urban,30.8,237.1,SUV,8.8,290,9.3,2.7,0,0.27,9.2,2.3,8.5,3.7,1.7,7.4,0,High,207.8,57,233,3
48,16669,High School,Urban,52.2,352.7,SUV,2.6,445.7,5.3,3.3,1,0.1,4,7.3,5.6,5.2,4.4,3.3,0,Medium,357.7,34.2,411.5,2
21,22210,Bachelor,Urban,41.9,322.6,Sedan,7,356.1,7.1,4.6,1,0.26,7.1,7.2,6.8,5.5,3.7,6.8,0,High,207.3,54.9,301.20000000000005,3
23,33676,Bachelor,Rural,24.6,190.2,SUV,5.7,269.3,1.3,6.8,0,0.24,8.6,4,8.6,2.9,4.9,6.4,0,Medium,130.7,31.9,237.4,2
56,68071,Bachelor,Suburban,17.4,93.5,Sedan,6.7,149.7,6.4,6.3,1,0.29,3.9,7,5.1,5.3,5.4,2.5,0,Medium,61.3,17.9,131.79999999999998,2
53,85227,Bachelor,Urban,22.8,180.8,Sedan,7.4,224,7.7,6.2,1,0.28,8.4,5.1,8.4,4.5,2.6,7.9,0,High,185.4,51.5,172.5,3
54,20472,Master,Urban,20,146,Sedan,6.1,152.7,8.8,0.5,1,0.13,3.3,6.6,3.8,5.1,6.1,3.6,1,High,122.4,15.8,136.89999999999998,3
58,16730,High School,Suburban,34.7,261.3,SUV,5.1,385.3,5.1,15,0,0.2,3.5,4.4,2.4,8.8,6,4.5,0,Low,185.5,36.7,348.6,1
62,53435,Master,Suburban,29.5,167.9,Sedan,3.4,236.2,2,6.8,1,0.23,4.5,8,3.4,6.7,4.8,4.2,0,Low,132.6,30.1,206.1,1
38,62409,PhD,Urban,50.7,371.3,Sedan,9.2,493.1,5.4,3.6,1,0.15,9.7,4.8,7.5,5.9,6.3,8.3,0,High,287.9,44.1,449,3
35,58855,Bachelor,Suburban,40.5,317.1,SUV,7.1,293.2,4.8,4,1,0.1,8.2,5.5,9.1,3.4,5,8.6,1,High,195.2,19,274.2,3
49,14509,Bachelor,Urban,46,365.1,SUV,6.3,334.8,6.3,6.3,1,0.12,4.2,3.9,6.8,8.1,4.7,6.3,0,Low,293.5,33.8,301,1
58,15043,Bachelor,Urban,22.5,118.1,SUV,7.1,183.2,3.8,0.5,0,0.23,7.4,4.5,6.7,4.3,7.4,5.3,0,Medium,96.4,22.3,160.89999999999998,2
36,46987,High School,Urban,30.7,224.7,SUV,3.4,275.3,7.7,8.9,0,0.29,8.5,4.7,7.3,3,3.3,6.1,0,High,155.8,45,230.3,3
44,35537,Bachelor,Rural,45.5,246,Sedan,6.1,379.3,4.2,10.4,1,0.19,8.9,3.8,5.1,2.5,5.5,7.3,0,High,183.4,35.1,344.2,3
52,23553,Master,Urban,51.8,351.4,Sedan,3.2,370.3,5.2,13.3,0,0.1,4.1,7.8,5.8,6.5,5.7,3.3,0,Low,243.3,25.5,344.8,1
54,39475,Master,Rural,29.6,190.8,SUV,10.5,207,5.2,14.2,0,0.16,7.4,2.5,5.3,7.4,3.7,7,1,Medium,126.3,20,187,2
36,48379,Master,Urban,44.1,268.4,SUV,2.3,357.5,6,6.9,0,0.12,4.7,10,6.7,7.2,1.3,5,0,Medium,206.7,25,332.5,2
61,9549,High School,Rural,35.3,257.5,Sedan,8.6,246,6,12.1,1,0.3,3.7,5.7,5.5,6.4,4,5,1,Medium,195.1,59.2,186.8,2
25,17905,Bachelor,Urban,42.5,313.9,Sedan,0,344.2,4.5,0.5,0,0.14,9.9,4.5,7.8,3.8,4.5,9.5,0,High,201.4,27.6,316.59999999999997,3
46,35584,Bachelor,Rural,48.4,316.2,Hatchback,9.4,336.2,4.9,7.6,1,0.32,9.1,4,9,3.1,4.8,8.3,1,High,294.3,92.9,243.29999999999998,3
22,20095,High School,Suburban,40.8,290.5,SUV,4.4,363.1,6.3,8.5,1,0.09,8.1,5.8,6.5,2.3,4.2,6.4,1,High,183,16.8,346.3,3
26,14618,High School,Rural,24.7,137,SUV,8.1,220.6,4.9,10,1,0.3,6,7.9,4.7,6.7,7.9,5.3,0,Low,105.6,31.9,188.7,1
64,42457,High School,Urban,16.8,102.2,Truck,3.6,98.3,4.3,5.6,1,0.23,8.7,3.6,9,3.2,6.5,8.8,0,High,90.4,20.8,77.5,3
43,39392,Bachelor,Suburban,54.9,432.2,SUV,8.4,449.8,5.6,10.2,0,0.15,2.4,4.1,4.1,8.4,6,5,0,Low,411.9,61.7,388.1,1
44,28915,High School,Suburban,48.4,381.1,Sedan,11.5,383,3.4,8.7,0,0.26,5.6,8.9,6.9,5.3,7.1,8,0,Medium,317.9,82.6,300.4,2
40,11508,PhD,Rural,57.2,350.6,Truck,5.5,490.9,1,3.8,0,0.28,7.6,6.1,5.8,4.8,4,6.7,0,High,306.1,84.3,406.59999999999997,3
66,43566,Bachelor,Rural,44,339.2,SUV,7.8,439.3,6.9,9.4,1,0.22,4.9,6,4.2,7.9,5,4.8,0,Medium,244.3,53.2,386.1,2
34,32906,Bachelor,Rural,15,78.9,Truck,2.7,145.4,3.7,10.2,1,0.11,8.9,7.7,8.7,3.9,4.8,8.5,0,High,50.5,5.5,139.9,3
37,36433,High School,Suburban,30.2,200.1,Sedan,5.3,241.1,6.4,13,1,0.22,8,2.9,9.7,5.4,4.5,8.2,0,High,195.7,42.3,198.8,3
67,17579,Bachelor,Urban,38,293.6,SUV,3.5,329.2,3,5.3,1,0.17,7.2,5.3,3.8,5.8,4.4,6.4,0,Medium,224.5,38.9,290.3,2
65,35892,PhD,Urban,30.2,236.6,SUV,7,278.2,4.9,0.5,1,0.18,7.2,7.7,9.7,4.7,9.3,7.4,1,High,146.9,26.3,251.89999999999998,3
60,27404,Bachelor,Urban,20.8,144,Truck,5.2,176.2,8.5,3.9,1,0.18,4.9,8.7,2.9,6,6.3,5.7,0,Medium,104.7,19.1,157.1,2
69,40680,PhD,Suburban,40.4,244.1,Sedan,5.3,346.3,3.3,15.6,0,0.21,8.5,7.1,7.5,3.8,6.3,9,0,High,162.3,33.6,312.7,3
64,130499,Bachelor,Rural,35.3,211.3,Hatchback,1.5,331.8,2.9,8.5,1,0.28,8.1,4.1,7.6,3.6,4.4,8.3,1,High,168.9,47.1,284.7,3
45,42143,Bachelor,Suburban,41.8,209.4,Truck,8.4,367,7.9,12.6,1,0.15,9.5,4.8,9.9,5.2,3.7,8.5,0,High,137.2,21.2,345.8,3
62,38742,Bachelor,Urban,52.7,370.5,SUV,3.9,489.3,4.4,0.5,1,0.13,6.6,4.6,9.5,5.7,5.5,8.8,1,High,313.2,41.6,447.7,3
27,39351,Bachelor,Urban,33.6,253.3,Sedan,2.7,264,8.3,2.5,1,0.2,7.2,8.1,7.6,6,4.3,7.2,0,High,248.7,49.5,214.5,3
51,12088,Master,Rural,25.2,197.3,Truck,9.1,190.5,2.4,10.6,0,0.08,4.3,6.8,5.8,7.5,6.5,5.4,0,Low,134.3,10.8,179.7,1
37,41310,High School,Urban,36.4,187.7,SUV,10.4,301.8,6.1,10.9,1,0.12,3.1,7.4,6.4,6.2,4.4,4.4,1,Medium,190.3,21.9,279.90000000000003,2
43,24009,Bachelor,Suburban,30.2,163.4,SUV,0,215,5.6,11.2,1,0.25,3.2,5,2.1,7.3,5.1,1,0,Low,150.7,38.2,176.8,1
43,18435,High School,Suburban,31.8,249.7,Hatchback,9.8,261.5,5.9,10.5,1,0.2,3.3,5.8,3.8,8.6,3.7,2.5,1,Low,193.4,38.1,223.4,1
57,33253,High School,Suburban,24.1,160.9,SUV,3,279,6.3,7.7,0,0.16,3.2,6.5,5.5,6.9,10,4.2,1,Low,134.1,21.8,257.2,1
34,21662,Bachelor,Rural,55,321.9,Sedan,7.5,458.9,4.2,8.3,0,0.12,7.3,6.8,6.8,7.5,3.6,5.6,0,Medium,202.8,25.3,433.59999999999997,2
38,37368,High School,Suburban,30.9,225,Sedan,9.9,229.9,1.1,0.8,0,0.29,8.6,2.7,7.7,4.2,3.2,9.1,0,Medium,179.1,51.1,178.8,2
36,47871,Bachelor,Rural,30.8,211,SUV,1.9,248.4,3.8,5.4,1,0.22,6.3,4.2,8.5,5.1,6.3,7.7,0,Medium,169,36.4,212,2
49,28121,Bachelor,Suburban,17.4,87.9,Hatchback,5.9,123.6,7.5,19.3,1,0.09,4.8,5.5,5,6.8,5.2,4.4,0,Medium,67.6,5.9,117.69999999999999,2
26,67135,Bachelor,Urban,15.9,86.2,Sedan,7.2,81.7,5.4,4.5,1,0.34,9.2,7.6,8.9,2.4,1,9.7,0,High,58.2,19.9,61.800000000000004,3
45,37925,Master,Urban,11.2,57.9,Hatchback,8.6,115.1,4.9,7.5,1,0.27,7.6,10,7.3,5.3,7.6,6.8,0,High,56.8,15.1,100,3
33,43931,High School,Urban,5,30,Hatchback,5.1,15.5,7.5,3.9,0,0.21,9.1,7.7,6.7,4.4,5.4,7.2,0,High,22.4,4.7,10.8,3
23,57390,Bachelor,Suburban,38.6,223.6,Truck,3.1,298.8,5.3,7.8,1,0.29,8.7,3.6,8.6,5.6,7.4,8,1,High,145,42.1,256.7,3
47,15091,Bachelor,Urban,33.6,221.5,Sedan,3.6,335.7,7.7,5.4,1,0.29,5.3,7.9,4.7,9.5,6.6,5.6,0,Medium,210.9,60.8,274.9,2
47,21841,PhD,Urban,31.3,190.7,Truck,7,283.2,5,2.8,1,0.24,10,5,8.7,3.9,6.3,9.6,0,High,194.1,47.1,236.1,3
56,62121,Bachelor,Rural,43.7,268,Sedan,7.6,383.8,9.9,9.3,1,0.11,8.4,3.4,9.7,2.7,3.6,6.6,0,High,196,21,362.8,3
34,69723,Master,Urban,36.7,253.5,Sedan,9.9,406.9,3.9,5,0,0.12,8.5,7.2,8.5,2.9,4.4,7.5,1,High,159.7,19.6,387.29999999999995,3
68,21549,Master,Suburban,32.1,244.1,SUV,0.4,339,3.2,9.5,1,0.35,7.9,3.4,4,7.4,6.7,7.3,0,Low,178,61.9,277.1,1
23,18630,Master,Urban,35.2,242.6,Hatchback,4.9,290.3,9,5.7,1,0.15,7.1,4.1,6.2,7.2,3.1,5.9,0,High,224.1,32.8,257.5,3
32,66279,Bachelor,Suburban,40.6,254.2,SUV,0.8,352.1,7.4,12,1,0.17,9.7,6,7.3,2.3,6.5,7.9,0,High,183.5,31.1,321,3
43,108123,Bachelor,Rural,43.2,242.5,Sedan,2.8,348.1,1.9,16.4,1,0.24,9.1,6,7.1,2.2,4.6,8.3,0,High,196.4,47.7,300.40000000000003,3
43,21797,Bachelor,Suburban,27.8,190.2,SUV,1.9,297,3.8,10.4,1,0.3,4.7,4.3,3.2,8.3,5.7,3.5,1,Low,192.3,57.3,239.7,1
65,21017,Bachelor,Rural,30.7,219.9,SUV,10.5,282.8,6,11.7,1,0.19,8.3,5.5,5.1,4.7,2.6,5.7,0,High,206.7,39.3,243.5,3
66,22335,Bachelor,Urban,58.9,304.8,Sedan,7.2,567.8,6.6,6.7,1,0.22,6,6.8,6.9,9.7,2.2,7.3,0,High,285.5,63.1,504.69999999999993,3
37,21466,,Suburban,38.6,251.2,Sedan,5.9,314.9,4.9,10.7,0,0.26,6.3,6.4,5.8,7.9,5.2,7.3,0,Medium,237.4,61.2,253.7,2
21,42563,Master,Suburban,31.7,233.8,SUV,0.5,222.3,5.7,14.8,1,0.28,9.2,6.6,5.1,2.2,6.3,6.9,0,High,181.4,51.6,170.70000000000002,3
22,42305,Bachelor,Suburban,25.8,169.4,Hatchback,3,203.4,4.9,9.2,1,0.21,4.7,6.1,4.5,9.2,6,5.7,1,Medium,167.2,35.1,168.3,2
58,63182,High School,Suburban,38.9,255.2,SUV,9.5,315.9,2.3,9.4,0,0.22,8,1,5.6,6.2,7.9,8.6,0,Low,212.5,47.8,268.09999999999997,1
21,63242,Master,Urban,36.8,226.6,SUV,6.6,299.1,3.8,5.1,1,0.24,8.8,4.3,9.9,5.1,4.9,8.1,0,High,147.5,35,264.1,3
65,35863,Master,Urban,31.5,235.7,Sedan,2.3,317.5,8.6,4.8,0,0.24,6.4,3.3,4.6,5.6,7,4,1,Medium,204,48.8,268.7,2
51,28180,Bachelor,Rural,47.9,366.3,Hatchback,1.5,392.8,3.9,7.6,1,0.26,6.3,6.1,3.5,6.7,6.1,4.8,0,Medium,316.8,81,311.8,2
27,50351,Bachelor,Suburban,58.7,384.2,Hatchback,4.4,493.8,5.2,11.7,1,0.34,9.7,6.4,8.1,2.2,9.1,8.4,0,High,311.7,106.2,387.6,3
46,57163,Master,Urban,38.6,300.2,Sedan,8.9,299.4,6.4,2.6,1,0.3,9.8,6,9.8,2.5,4.5,10,0,High,203.7,61.4,237.99999999999997,3
55,63074,Bachelor,Urban,54.7,330,Sedan,5.4,478.2,5.2,3.6,1,0.32,7,1.3,9,4.3,4.9,8.9,0,High,259.5,83.5,394.7,3
31,15982,Bachelor,Suburban,37.4,210.5,SUV,3.7,303.2,9.6,15.2,1,0.13,5.9,6.2,5.2,4.1,4.3,7,0,High,131.7,17.8,285.4,3
29,85936,Master,Urban,44,221.9,SUV,2,406,6.9,3.5,1,0.22,10,6.6,8.5,3.4,6,8.8,0,High,155.1,34.2,371.8,3
38,30585,High School,Urban,51,296.6,Sedan,0.7,456.4,7.4,1.9,1,0.09,4.3,4.3,6.9,4.9,4.3,4.3,1,High,253.8,22.1,434.29999999999995,3
61,59899,PhD,Urban,32.8,254.1,Sedan,3.8,187.8,6.2,0.5,0,0.19,6.5,5,4.2,5.6,3.6,6.4,0,High,196.1,37.6,150.20000000000002,3
62,17204,Master,Urban,30.8,221.4,Sedan,3.1,195.4,7.5,0.5,0,0.21,6.5,8,5.6,9.2,3.3,6.1,0,Medium,172.4,36.7,158.7,2
24,63083,Bachelor,Suburban,41.4,216.1,Hatchback,6,331.5,6.6,8.3,1,0.29,8.8,4.5,8.3,4.6,7.4,8.2,0,High,172.7,50.7,280.8,3
65,23490,High School,Urban,27.3,181,Sedan,7.8,226.2,8.5,4.1,1,0.32,6,5,8,4.2,7,8.1,0,High,144.1,46.3,179.89999999999998,3
66,57898,High School,Suburban,36.2,284.6,Sedan,8.7,348.6,2.5,5.8,1,0.3,5.3,8,9.1,3.9,5.1,6.5,0,High,174.3,52.7,295.90000000000003,3
49,56589,Master,Suburban,28.2,179,SUV,2.6,176,8.7,3.8,1,0.31,5.5,2.9,6.2,7.3,5.6,5.2,0,Medium,142.1,44.1,131.9,2
35,42217,Bachelor,Urban,35.8,232.7,SUV,3,318.3,8.3,6,1,0.33,5.5,7.3,10,5.5,7.8,6.2,0,High,190.2,63.6,254.70000000000002,3
46,73622,Bachelor,Suburban,17,99.8,Hatchback,1.7,191.1,5.1,11.8,0,0.32,9.8,4.6,7.2,4.7,5.1,8.1,0,Medium,69.5,22.1,169,2
56,44390,High School,Rural,36.3,263.2,Sedan,4.5,330.7,5.7,14.8,0,0.18,9.7,7.8,6.7,3.9,4.6,8.7,0,High,165.6,30.3,300.4,3
60,36156,Master,Urban,44,242.1,Sedan,5.1,391.4,6.2,8.3,1,0.18,7.2,5.7,9.1,3.1,5.2,6.3,0,High,184.6,33.5,357.9,3
31,82700,Bachelor,Suburban,18.7,96,Truck,13.7,176.5,,10.4,1,0.27,9.7,3.4,8.7,3.5,6.5,10,0,High,62.4,16.8,159.7,3
57,40480,Bachelor,Urban,13.6,103.2,Sedan,8,182.2,9.6,1.9,1,0.21,2.1,4.7,3,7.9,8,3.4,0,Low,88.5,18.7,163.5,1
30,20261,Bachelor,Urban,8.8,58.2,SUV,1.6,47.8,10,0.5,1,0.11,5.7,7.6,5.9,8.8,3.8,4.8,0,High,44.8,5.1,42.699999999999996,3
26,27272,Bachelor,Suburban,35.8,285,Sedan,7.5,218.9,7.8,9.2,0,0.24,6.1,8.4,5.4,5.9,4.2,6.8,1,High,225.3,54.3,164.60000000000002,3
59,160588,,Rural,56.9,306.3,SUV,5.5,515.9,4.5,22.1,0,0.2,8.2,2.8,6,4.8,4.4,7.6,0,Medium,196.8,39,476.9,2
52,75418,Bachelor,Urban,5,39.4,SUV,5.4,73.1,5.5,4.3,0,0.3,8.7,9.4,9.5,2.1,2.9,8.9,0,High,25.9,7.8,65.3,3
54,10559,Bachelor,Rural,41.3,296.4,Hatchback,5.6,363.7,6.3,9.2,1,0.09,6.8,4.6,5.2,6.8,7,6.8,0,Medium,279.3,24.7,339,2
48,57809,Master,Urban,49.2,271.6,Hatchback,4.4,461.3,9.4,4.2,0,0.25,6.1,7.2,9.1,3.2,3.6,7.5,0,High,232,58.4,402.90000000000003,3
25,37230,Bachelor,Suburban,49,348.4,Truck,10.9,422.9,3.1,13.8,1,0.08,6.3,6.7,8.5,2.5,5.1,8,0,High,313.9,26.4,396.5,3
29,42719,Bachelor,Urban,49.9,271.5,Truck,5.6,398.9,3.8,4.9,1,0.16,4.8,6.5,3.3,7.9,4.1,4.6,0,Medium,231,35.8,363.09999999999997,2
51,19730,High School,Urban,38.7,302.8,Hatchback,8.5,370.5,6.8,2.5,1,0.19,2.4,3.4,3.9,7.7,7.7,2.1,1,Low,216.6,41.2,329.3,1
50,83251,Master,Suburban,40.3,304,Truck,6.4,278.5,4.2,11.1,0,0.32,9,6.5,8.4,5,5.8,9.7,0,High,307.6,99.2,179.3,3
64,34218,High School,Suburban,52.8,304.1,Truck,3.7,422.8,5.6,12.3,1,0.19,7.2,7.8,6.7,4.3,6.7,6,0,High,209.5,39,383.8,3
50,28820,Master,Rural,39.7,286.5,Sedan,5.4,370.9,6.1,10.8,0,0.1,7.3,1.6,3.4,5.8,5.5,4.8,1,Medium,290.4,28.9,342,2
65,36742,Bachelor,Suburban,27.4,194.5,Sedan,7.2,187.6,5.7,15,1,0.21,8.1,9.8,5.3,3.3,4.5,6,1,High,182.5,37.9,149.7,3
62,118897,Bachelor,Urban,29.8,180.5,Hatchback,6.4,278.1,5.2,0.5,0,0.08,8.8,6.8,8.6,5.3,1.7,8.4,0,High,125,10.4,267.70000000000005,3
69,75296,Bachelor,Urban,23.2,163.1,Hatchback,3.6,154.8,8.5,5.8,1,0.21,7,6.3,8.9,3.5,3.9,8.6,1,High,161.9,34.2,120.60000000000001,3
32,96073,Master,Urban,33.2,190.1,Sedan,5.7,314.9,9.9,0.5,0,0.12,8.8,8.9,5.1,2.9,4,8.8,0,High,142.4,17.8,297.09999999999997,3
42,37669,Bachelor,Rural,7.7,49.3,Sedan,8.3,53.3,4.4,5,1,0.23,9.4,6.5,6.5,3.1,9.3,7.8,0,High,40.7,9.3,44,3
43,20056,Bachelor,Urban,20.7,141.1,Sedan,6.4,211,8.6,4.1,1,0.14,6,4.3,4.4,4.1,4.8,5.8,0,High,91.1,12.5,198.5,3
57,57860,Bachelor,Suburban,21.8,164.1,Sedan,14.8,192.7,5.3,9.6,1,0.18,8.1,3.7,6.2,2.1,4.5,7,0,High,162.4,29.1,163.6,3
47,30124,PhD,Urban,5,27.2,SUV,3.7,-7.8,7.4,5.3,1,0.13,5.4,8.3,6.1,6.9,7.2,7.8,0,Medium,17.2,2.3,-10.1,2
23,73343,Bachelor,Urban,59.5,475.2,Sedan,6.9,499.1,7.3,5.6,1,0.33,7.3,5.9,9.8,4.2,3.8,8,0,High,446,148.5,350.6,3
43,68764,Master,Rural,42.7,323.6,Sedan,2.5,364.9,2.1,13.3,1,0.21,8.3,3.5,9.2,4,4.1,9.2,0,High,220.6,47,317.9,3
30,24826,Bachelor,Rural,24.5,165.9,Hatchback,7.9,166,5.6,6.2,1,0.16,6.4,3.6,4.1,5.1,3.5,4.3,0,Medium,108.3,16.9,149.1,2
37,30471,Bachelor,Urban,35.5,227,SUV,9.6,272.8,7.8,3.4,0,0.17,3.3,4.4,5.1,9.7,4.9,3.6,0,Low,201.1,34.9,237.9,1
55,41169,Bachelor,Urban,39.8,224,SUV,2.1,354.4,7.4,1.6,1,0.27,4.4,7.5,5,6.9,6.7,5.1,1,Medium,142.2,38.4,316,2
53,40115,Bachelor,Suburban,39.2,253.6,Hatchback,1.6,315.3,4.7,12.5,1,0.24,7,4.5,4.7,4.5,2.9,6.6,0,High,226.3,53.5,261.8,3
41,77420,Master,Rural,24.6,158,SUV,12.1,218.8,6.8,10.7,1,0.28,7.7,7.1,9,3.5,1,9.2,0,High,138.8,39.5,179.3,3
26,55631,Bachelor,Urban,27.5,182.1,Truck,10.7,194.6,8.8,5.1,0,0.2,9.5,7.3,7.2,2.2,1.5,10,0,High,138,27.8,166.79999999999998,3
21,17742,High School,Urban,44.8,312.3,Truck,5.7,260.3,5.9,3.4,1,0.35,7.8,4.8,3.2,5.4,2.9,8,0,High,188.3,65.4,194.9,3
33,48699,High School,Suburban,25.5,162,SUV,8.9,254.5,2.8,4.6,0,0.26,6.8,4.7,9.9,3.3,1.6,10,1,High,130.3,33.2,221.3,3
53,38958,Master,Suburban,18,113.7,Sedan,4.3,129.4,10,13.8,0,0.14,4.2,4.4,6.8,5.7,1.9,6.2,1,High,70.6,9.6,119.80000000000001,3
34,15869,,Urban,35.1,223.5,Sedan,5.9,266.3,7,0.5,0,0.11,3.6,7.8,3.6,5.3,3.7,1.3,1,Low,162.3,18.1,248.20000000000002,1
62,70134,PhD,Urban,34.4,193.5,SUV,8.7,300.7,6.3,1,1,0.2,5.2,5.4,9.8,2.9,3.5,7.7,1,High,162,32.4,268.3,3
43,51849,Bachelor,Suburban,32.1,216.7,Sedan,9,269.5,,9.1,1,0.17,9.1,8.7,8.8,5.8,5.7,8.8,0,High,145.9,25,244.5,3
43,42467,Bachelor,Suburban,44.2,278.2,SUV,0.2,284.8,4.9,8.1,1,0.2,9.3,10,8.5,4.6,6.7,9.8,0,High,241.2,49,235.8,3
35,21489,Bachelor,Urban,15.4,110.2,Sedan,6.3,122.7,8.6,1.9,1,0.24,5.7,10,4.7,6.4,5.1,5.8,1,High,79.4,19.4,103.30000000000001,3
38,51037,Master,Urban,33.5,245.7,Truck,4.7,283,10,2.7,1,0.32,8.3,5.4,7.3,5.6,7.1,6.3,0,High,244.4,77.5,205.5,3
23,33681,Bachelor,Suburban,57.5,393,SUV,10.2,473,3.6,10.7,1,0.29,9.3,6,7.4,4.7,6.8,7.8,0,High,304.7,89.4,383.6,3
43,133437,Bachelor,Urban,37.6,296.7,Sedan,2.9,371.8,9.3,0.5,1,0.23,7.5,5.6,7.3,5,5.7,9.1,0,High,299.2,69,302.8,3
67,38789,Master,Urban,25.5,131.5,Sedan,6.3,204.6,7.8,4.3,0,0.14,8.6,4.6,8.5,4.5,2.2,9.3,0,High,117.2,16.6,188,3
37,78266,Bachelor,Urban,34.9,213,Hatchback,5.8,269.5,9.3,1.9,0,0.27,8.8,9.6,8.9,3.1,4.8,10,0,High,164.1,44.2,225.3,3
62,33552,High School,Suburban,33.8,191.5,Sedan,7.9,304.8,7,14.5,0,0.11,7.8,5.2,6.1,9.9,6.2,6.9,0,Low,177.3,18.9,285.90000000000003,1
54,28478,PhD,Urban,29.8,162.2,Truck,5.4,276.3,2.4,5,0,0.34,8.3,7.8,7.8,2.7,4.4,8.3,0,High,125.3,42.5,233.8,3
67,60430,High School,Suburban,33.6,208.1,SUV,5,223.8,5.5,13.1,1,0.26,8.9,4.4,8.4,5.3,4.4,7.8,0,High,128.2,33.7,190.10000000000002,3
53,60170,High School,Suburban,48.5,266.8,Hatchback,7.3,395.7,7.3,8.9,1,0.09,8.9,7.2,7.8,2.5,5.6,8.4,0,High,193.5,17.5,378.2,3
40,51075,Master,Urban,32,173.9,Hatchback,7.6,255,7.3,5.4,0,0.24,7.9,3.1,5.6,7.9,9.6,5.1,0,Low,146,35.4,219.6,1
51,11835,Master,Urban,33.1,186.9,Sedan,5.4,257.8,8,3.1,1,0.28,6.7,6.3,5.6,7.8,4.3,5.2,0,Medium,189.7,54,203.8,2
32,38408,Bachelor,Urban,45.3,315.5,Hatchback,4.9,411.7,2,0.5,0,0.13,7.6,5.7,6.5,5.9,6,,0,Medium,239.8,30.5,381.2,2
34,20602,Master,Rural,45.3,293.5,Sedan,3.4,368.8,4.9,11.4,1,0.25,4.8,6.5,5.7,9,4.3,4.4,0,Low,300.1,74.4,294.4,1
66,71969,Bachelor,Suburban,28.3,163.9,Sedan,0,180.7,2.9,4.5,1,0.27,9.6,7.4,6.6,3.3,4.6,8.9,0,High,133.5,35.9,144.79999999999998,3
